,tokens,ner_tags
61,"['Церковный', 'раскол', 'на', 'Ненецкий', 'автономный', 'округ', 'обострился', 'несколько', 'месяцев', 'назад', '.']","['O', 'O', 'O', 'U-DMN_REGION', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
62,"['v', 'nachale', 'oktjabrja', 'na', 'sobore', ""konstantinopol'skoj"", 'tserkvi', 'patriarh', 'iliodorovich', 'podtverdil', 'svoe', 'namerenie', ""predostavit'"", 'strane', 'avtokefaliju', ',', 'snjal', 'anafemy', 's', 'glav', ""raskol'nich'ih"", 'tserkvej', 'i', 'vosstanovil', 'svoju', 'jurisdiktsiju', 'nad', 'kievskoj', 'mitropoliej', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-DMN_MIDDLE_NAME', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
63,"['В', 'связи', 'с', 'этим', 'Русская', 'православная', 'церковь', '15', 'октября', 'разорвала', 'евхаристическое', 'общение', 'со', 'Вселенским', 'патриархатом', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
64,"['Российская', 'молодежь', 'лучше', 'усвоит', 'духовные', 'ценности', ',', 'если', 'распространять', 'их', 'через', 'интернет', 'и', 'социальные', 'сети', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
65,"['с', 'такой', 'инициативой', 'выступил', 'глава', 'федерального', 'агентства', 'по', 'делам', 'молодежи', 'батал', 'ракицкий', 'в', 'ходе', 'религиозного', 'форума', '«', 'россия', 'в', 'будущее', '»', ',', 'передает', 'радио', '«', 'говорит', 'москва', '»', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-DMN_FIRST_NAME', 'U-DMN_LAST_NAME', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
66,"['Корнилиевич', 'Пелевин', 'отметил', ',', 'что', 'раньше', 'с', 'этой', 'функцией', 'справлялись', 'плакаты', ',', 'которые', 'можно', 'было', 'повесить', 'в', 'учебных', 'заведениях', ',', 'однако', 'в', 'настоящее', 'время', 'этого', 'недостаточно', '.']","['U-DMN_MIDDLE_NAME', 'U-DMN_LAST_NAME', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
67,"['«', 'namnogo', 'effektivnee', 'budet', ',', 'esli', 'my', 'ob', 'etom', 'horoshem', ',', 'dobrom', 'i', 'tsennom', 'rasskazhem', 'v', ""sotsial'nyh"", 'gruppah', 'v', 'internete', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
68,"['При', 'помощи', 'мессенджеров', ',', 'неформальных', 'объединений', 'молодежи', ',', 'которые', 'зачастую', 'охватывают', 'огромное', 'количество', 'людей', '»', ',', '—', 'сказал', 'он', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
69,"['PO', 'SLOVAM', 'ChINOVNIKA', ',', 'SOVREMENNYE', 'SPOSOBY', 'RASPROSTRANENIJa', 'INFORMATsII', 'POMOGUT', 'MOLODYM', 'LJuDJaM', 'LUChShE', ""UJaSNIT'"", ""MORAL'NYE"", 'TsENNOSTI', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
70,"['V', 'mae', 'stalo', 'izvestno', ',', 'chto', 'v', 'rossijskih', 'shkolah', 'mogut', ""nachat'"", ""prepodavat'"", 'novyj', 'kurs', 'dlja', 'uchenikov', 'i', 'ih', 'roditelej', '—', 'o', 'semejnom', 'uklade', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
71,"['В', 'рамках', 'курса', 'дети', 'будут', 'изучать', 'основы', 'семейной', 'психологии', ',', 'мужской', 'и', 'женской', 'культуры', ',', 'семейного', 'уклада', ',', 'здорового', 'образа', 'жизни', ',', 'духовно-нравственное', 'развитие', ',', 'подготовку', 'к', 'будущему', 'родительству', 'и', 'другие', 'темы', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
72,"['Полицейские', 'Скворцов', 'Парфеньевич', 'и', 'Саломеи', 'Мелякин', ',', 'оказавшие', 'первую', 'помощь', 'Гаврииловичу', 'Огульник', 'Арабжу', 'Виссарионовна', 'Есина', 'и', 'его', 'дочери', 'Галактионовны', ',', 'рассказали', 'подробности', 'того', 'дня', ',', 'когда', 'обнаружили', 'их', '.']","['O', 'U-DMN_LAST_NAME', 'U-DMN_MIDDLE_NAME', 'O', 'U-DMN_FIRST_NAME', 'U-DMN_LAST_NAME', 'O', 'O', 'O', 'O', 'U-DMN_MIDDLE_NAME', 'U-DMN_LAST_NAME', 'U-DMN_FIRST_NAME', 'U-DMN_MIDDLE_NAME', 'U-DMN_LAST_NAME', 'O', 'O', 'O', 'U-DMN_MIDDLE_NAME', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
73,"[""konstebl'"", 'i', 'serzhant', ""podelilis'"", 'vospominanijami', 's', 'gazetoj', 'the', 'guardian', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
74,"['Po', 'slovam', 'strazhej', 'porjadka', ',', 'ih', 'dezhurstvo', ""nachalos'"", 'za', 'chas', 's', ""chetvert'ju"", 'do', 'togo', ',', 'kak', 'v', 'politsiju', 'postupilo', 'soobschenie', 'o', 'pozhilom', 'muzhchine', 'i', 'molodoj', 'zhenschine', ',', 'kotorym', 'stalo', 'ploho', 'na', 'ulitse', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
75,"['Narjad', 'pribyl', 'na', 'mesto', 'za', 'dve', 'minuty', ',', 'i', 'sostojanie', 'postradavshih', 'srazu', ""pokazalos'"", 'sotrudnikam', ""pravoohranitel'nyh"", 'organov', 'strannym', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
76,"['Vorotnik', ""Arsent'evich"", 'otmetil', ',', 'chto', 'zhenschina', '(', 'Anchas', ')', 'lezhala', 'na', 'zemle', 'na', 'boku', '.']","['U-DMN_LAST_NAME', 'U-DMN_MIDDLE_NAME', 'O', 'O', 'O', 'O', 'O', 'U-DMN_FIRST_NAME', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
77,"['Прохожий', ',', 'врач', 'по', 'специальности', ',', 'оказывал', 'ей', 'помощь', ',', 'освобождая', 'дыхательные', 'пути', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
78,"['«', 'Мужчина', '[', 'Флорентина', 'Лаврина', ']', 'сидел', 'на', 'скамейке', 'неподвижный', ',', 'в', 'кататоническом', 'ступоре', ',', 'глядя', 'куда-то', 'в', 'пространство', '.']","['O', 'O', 'O', 'U-DMN_FIRST_NAME', 'U-DMN_LAST_NAME', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
79,"['Он', 'дышал', ',', 'но', 'ни', 'на', 'что', 'не', 'отзывался', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
80,"['nashej', 'pervoj', ""mysl'ju"", 'bylo', ':', 'eto', 'narkotiki', '»', ',', '—', 'pojasnil', ""konstebl'"", '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
81,"['ПОЛЯК', 'БАГРАТ', 'ДОБАВИЛА', ',', 'ЧТО', 'ВЯЗЬМИТИНА', 'ГУРИЕВНА', 'МАЯ', 'СОХРАНЯЛ', 'ТУ', 'ЖЕ', 'ПОЗУ', ',', 'КОГДА', 'МЕДИКИ', 'ПЫТАЛИСЬ', 'ПОГРУЗИТЬ', 'ЕГО', 'НА', 'НОСИЛКИ', '.']","['U-DMN_LAST_NAME', 'U-DMN_FIRST_NAME', 'O', 'O', 'O', 'U-DMN_LAST_NAME', 'U-DMN_MIDDLE_NAME', 'U-DMN_FIRST_NAME', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
82,"['Он', ',', 'по', 'ее', 'словам', ',', 'застыл', 'в', 'сидячем', 'положении', 'и', 'не', 'мог', 'пошевелиться', 'и', 'изменить', 'положение', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
83,"['Машин', 'Степанович', 'рассказал', ',', 'что', 'осмотрел', 'Вахрамеева', 'в', 'перчатках', ',', 'а', 'Холлоуэй', 'без', 'всякой', 'защиты', 'обыскала', 'их', ',', 'чтобы', 'установить', 'личности', '.']","['U-DMN_LAST_NAME', 'U-DMN_MIDDLE_NAME', 'O', 'O', 'O', 'O', 'U-DMN_LAST_NAME', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
84,"['Найденные', 'вещи', 'озадачили', 'полицейских', '.']","['O', 'O', 'O', 'O', 'O']"
85,"['«', 'Мы', 'заглянули', 'в', 'их', 'кошельки', ',', 'пытаясь', 'найти', 'паспорта', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
86,"['Byl', 'telefon', 's', 'russkojazychnym', 'interfejsom', '.']","['O', 'O', 'O', 'O', 'O', 'O']"
87,"['ИМЕНА', 'НЕЗНАКОМЫЕ', '.']","['O', 'O', 'O']"
88,"['eto', 'bylo', 'stranno', '.']","['O', 'O', 'O', 'O']"
89,"['Это', 'было', 'неправильно', '.']","['O', 'O', 'O', 'O']"
90,"['Это', 'было', 'не', 'совсем', 'нормально', '»', ',', '—', 'вспоминает', 'сержант', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
91,"['Strazhi', 'porjadka', 'prikazali', 'prohozhim', 'otojti', 'i', 'vyzvali', 'medikov', 'i', 'narjad', 'pozharnyh', 's', 'kostjumami', 'himzaschity', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
92,"['V', 'marte', 'byvshij', 'ofitser', 'GRU', ""Lavrent'evich"", 'Pankratovna', 'Zavolokina', 'Rjabzhima', 'i', 'ego', ""doch'"", 'Glebovna', 'Protopopova', 'byli', 'najdeny', 'v', ""bessoznatel'nom"", 'sostojanii', 'v', 'skvere', 'v', 'britanskom', 'Omskaja', 'obl', '.']","['O', 'O', 'O', 'O', 'O', 'U-DMN_MIDDLE_NAME', 'U-DMN_MIDDLE_NAME', 'U-DMN_LAST_NAME', 'U-DMN_FIRST_NAME', 'O', 'O', 'O', 'U-DMN_MIDDLE_NAME', 'U-DMN_LAST_NAME', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-DMN_REGION', 'O', 'O']"
93,"['одесская', 'обл', 'считает', ',', 'что', 'они', 'были', 'отравлены', 'нервно-паралитическим', 'веществом', 'класса', '«', 'новичок', '»', '.']","['U-DMN_REGION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
94,"['Britanskie', 'vlasti', 'obvinjajut', 'v', 'prichastnosti', 'k', 'otravleniju', 'Orenburgskaja', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-DMN_REGION', 'O']"
95,"['Пестовский', 'район', 'все', 'обвинения', 'отвергает', '.']","['U-DMN_DISTRICT', 'O', 'O', 'O', 'O', 'O']"
96,"['минобороны', 'опубликовало', 'на', 'youtube', 'видео', 'полета', 'российских', 'стратегических', 'бомбардировщиков', 'ту-160', ',', 'отправленных', 'в', '393124', 'рф', 'волгоградская', 'область', 'новая', 'земля', 'район', 'барыш', 'серпуховский', 'проезд', 'д', '29', ',', 'над', 'водами', 'краснодар', 'новгородская', 'обл', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-DMN_COUNTRY', 'U-DMN_REGION', 'O', 'B-DMN_DISTRICT', 'L-DMN_DISTRICT', 'O', 'U-DMN_CITY', 'U-DMN_STREET', 'O', 'B-DMN_HOUSE', 'L-DMN_HOUSE', 'O', 'O', 'O', 'U-DMN_CITY', 'U-DMN_REGION', 'O', 'O']"
97,"['Пилоты', 'провели', 'в', 'небе', 'почти', '10', 'часов', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
98,"['«', 'На', 'некоторых', 'этапах', 'маршрута', 'российские', 'ракетоносцы', 'работали', 'совместно', 'с', 'истребителями', 'Су-30', 'и', 'F-16', 'Национальной', 'Боливарианской', 'военной', 'авиации', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
99,"['Летчики', 'двух', 'стран', 'отработали', 'взаимодействие', 'при', 'выполнении', 'полетных', 'заданий', '»', ',', '—', 'отмечает', 'ведомство', 'под', 'роликом', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
